,year_released,reporting_year,race,sex,age_at_release,conviction_class,convicting_type,conviction_subtype,release_type,supervising_district,recidivism,recidivism_type,days_to_recidivism,new_conviction_class,new_conviction_type,new_conviction_subtype,target_poulation,sort_number,initial_supervision_status,recidivism_supervision_status
16997,2013,2016,White - Hispanic,,25-34,C Felony,Violent,Assault,Parole Granted,1JD,Yes,Parole Granted,617.0,D Felony,Public Order,Weapons,Yes,,,
16998,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
16999,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
17000,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,43.0,,,,Yes,,,
17001,2013,2016,White - Non-Hispanic,,35-44,C Felony,Property,Burglary,Parole Granted,4JD,Yes,Parole Granted,83.0,,,,Yes,,,
17002,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,7JD,Yes,Released to Special Sentence,729.0,Simple Misdemeanor,Public Order,Other Public Order,Yes,,,
17003,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,542.0,Aggravated Misdemeanor,Public Order,Traffic,No,,,
17004,2013,2016,Black - Non-Hispanic,,55 and Older,D Felony,Violent,Assault,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17005,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,7JD,Yes,Parole Granted,584.0,,,,Yes,,,
17006,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17007,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17008,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17009,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17010,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17011,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17012,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,Released to Special Sentence,51.0,,,,Yes,,,
17013,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Parole Granted,138.0,Aggravated Misdemeanor,Public Order,Weapons,Yes,,,
17014,2013,2016,Black - Non-Hispanic,,35-44,B Felony,Violent,Other Violent,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
17015,2013,2016,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17016,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17017,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17018,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
17019,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Paroled w/Immediate Discharge,5JD,No,Paroled w/Immediate Discharge,,,,,Yes,,,
17020,2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17021,2013,2016,White - Non-Hispanic,,45-54,B Felony,Drug,Trafficking,Paroled to Detainer - Out of State,5JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
17022,2013,2016,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17023,2013,2016,Black - Non-Hispanic,,35-44,D Felony,Public Order,Traffic,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,821.0,D Felony,Violent,Assault,No,,,
17024,2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
17025,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17026,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17027,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17028,2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Parole Granted,297.0,C Felony,Drug,Trafficking,Yes,,,
17029,2013,2016,White - Non-Hispanic,,35-44,D Felony,Violent,Sex,Released to Special Sentence,4JD,No,Released to Special Sentence,,,,,Yes,,,
17030,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17031,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17032,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17033,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17034,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,7JD,Yes,Paroled w/Immediate Discharge,271.0,C Felony,Property,Theft,Yes,,,
17035,2013,2016,White - Non-Hispanic,,55 and Older,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17036,2013,2016,Black - Non-Hispanic,,45-54,C Felony,Property,Theft,Parole Granted,7JD,Yes,Parole Granted,309.0,,,,Yes,,,
17037,2013,2016,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,,No,Parole Granted,,,,,Yes,,,
17038,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17039,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17040,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17041,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17042,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17043,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17044,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17045,2013,2016,White - Non-Hispanic,,25-34,D Felony,Public Order,Flight/Escape,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17046,2013,2016,White - Hispanic,,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17047,2013,2016,White - Hispanic,,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17048,2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,320.0,D Felony,Property,Burglary,No,,,
17049,2013,2016,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17050,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,Yes,Parole Granted,360.0,,,,Yes,,,
17051,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,Yes,Parole Granted,971.0,D Felony,Drug,Drug Possession,Yes,,,
17052,2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,184.0,Aggravated Misdemeanor,Property,Theft,No,,,
17053,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,1012.0,D Felony,Violent,Assault,Yes,,,
17054,2013,2016,White - Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
17055,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,No,Released to Special Sentence,,,,,Yes,,,
17056,2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Public Order,Weapons,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
17057,2013,2016,Black - Non-Hispanic,,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,,No,Paroled to Detainer - U.S. Marshall,,,,,Yes,,,
17058,2013,2016,White - Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17059,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Parole Granted,751.0,D Felony,Drug,Trafficking,Yes,,,
17060,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,1054.0,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,,
17061,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,Yes,Parole Granted,126.0,,,,Yes,,,
17062,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,Yes,Parole Granted,126.0,,,,Yes,,,
17063,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
17064,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
17065,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Other Violent,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17066,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Other Violent,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17067,2013,2016,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17068,2013,2016,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,7JD,Yes,Parole Granted,469.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
17069,2013,2016,Black - Non-Hispanic,,35-44,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17070,2013,2016,Black - Non-Hispanic,,35-44,D Felony,Public Order,Traffic,Parole Granted,5JD,Yes,Parole Granted,327.0,,,,Yes,,,
17071,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Weapons,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
17072,2013,2016,White - Non-Hispanic,,45-54,B Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17073,2013,2016,White - Non-Hispanic,,45-54,B Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17074,2013,2016,White - Hispanic,,Under 25,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Parole Granted,118.0,Aggravated Misdemeanor,Public Order,Alcohol,Yes,,,
17075,2013,2016,White - Non-Hispanic,,25-34,Serious Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17076,2013,2016,White - Hispanic,,35-44,B Felony,Violent,Murder/Manslaughter,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17077,2013,2016,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,380.0,D Felony,Drug,Drug Possession,No,,,
17078,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Parole Granted,463.0,,,,Yes,,,
17079,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Violent,Assault,Parole Granted,,Yes,Parole Granted,237.0,,,,Yes,,,
17080,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Violent,Sex,Released to Special Sentence,3JD,Yes,Released to Special Sentence,112.0,,,,Yes,,,
17081,2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,644.0,,,,Yes,,,
17082,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,3JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
17083,2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,5JD,Yes,Paroled w/Immediate Discharge,797.0,D Felony,Public Order,Other Public Order,Yes,,,
17084,2013,2016,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole Granted,3JD,Yes,Parole Granted,386.0,,,,Yes,,,
17085,2013,2016,Black - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Parole Granted,775.0,,,,Yes,,,
17086,2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,,No,Parole Granted,,,,,Yes,,,
17087,2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,,No,Parole Granted,,,,,Yes,,,
17088,2013,2016,White - Hispanic,,35-44,C Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,Yes,,,
17089,2013,2016,White - Hispanic,,35-44,C Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,Yes,,,
17090,2013,2016,Black - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17091,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,313.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
17092,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Parole Granted,288.0,B Felony,Violent,Other Violent,Yes,,,
17093,2013,2016,White - Non-Hispanic,,45-54,Simple Misdemeanor,Public Order,Other Public Order,Parole Granted,,No,Parole Granted,,,,,Yes,,,
17094,2013,2016,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Parole Granted,455.0,,,,Yes,,,
17095,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17096,2013,2016,Black - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Parole Granted,846.0,,,,Yes,,,
17097,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,Yes,Released to Special Sentence,781.0,,,,Yes,,,
17098,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Released to Special Sentence,5JD,Yes,Released to Special Sentence,558.0,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,,,
17099,2013,2016,White - Non-Hispanic,,25-34,D Felony,Other,Other Criminal,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
17100,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
17101,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
17102,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
17103,2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Paroled to Detainer - Out of State,5JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
17104,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Public Order,Flight/Escape,Parole Granted,5JD,Yes,Parole Granted,69.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
17105,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Other,Other Violent,Parole Granted,1JD,Yes,Parole Granted,1014.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,,,
17106,2013,2016,American Indian or Alaska Native - Non-Hispanic,,45-54,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17107,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,630.0,D Felony,Drug,Drug Possession,Yes,,,
17108,2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
17109,2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
17110,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Other Drug,Paroled to Detainer - Iowa,,No,Paroled to Detainer - Iowa,,,,,Yes,,,
17111,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,1077.0,Aggravated Misdemeanor,Violent,Assault,No,,,
17112,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Parole Granted,1JD,Yes,Parole Granted,176.0,,,,Yes,,,
17113,2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,5JD,Yes,Parole Granted,428.0,,,,Yes,,,
17114,2013,2016,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,183.0,,,,Yes,,,
17115,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,,Yes,Released to Special Sentence,33.0,,,,Yes,,,
17116,2013,2016,White - Non-Hispanic,,45-54,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17117,2013,2016,White - Non-Hispanic,,45-54,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17118,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Released to Special Sentence,6JD,Yes,Released to Special Sentence,319.0,,,,Yes,,,
17119,2013,2016,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,1JD,Yes,Parole Granted,512.0,Aggravated Misdemeanor,Public Order,Alcohol,Yes,,,
17120,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17121,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
17122,2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17123,2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17124,2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
17125,2013,2016,White - Non-Hispanic,,Under 25,Serious Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17126,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
17127,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
17128,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
17129,2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,Yes,Parole Granted,492.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
17130,2013,2016,White - Non-Hispanic,,35-44,D Felony,Public Order,Weapons,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
17131,2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
17132,2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
